state_ut_name,district,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual,jan-feb,mar-may,jun-sep,oct-dec,mean_rainfall,std_rainfall,recharge_index,predicted_recharge
HIMACHAL,SIRMAUR,58.4,53.3,42.4,20.4,31.9,140.9,508.0,485.6,190.1,44.0,9.2,34.1,1618.3,111.7,94.7,1324.6,87.3,285.58235294117645,472.9284542022373,0.22385293181912494,0.22402819083452022
HIMACHAL,SOLAN,71.7,66.1,62.6,27.9,48.8,130.3,368.4,331.8,169.6,44.1,12.9,32.0,1366.2,137.8,139.3,1000.1,89.0,241.09411764705885,373.84358438822414,0.18898095251269142,0.18880191258720344
HIMACHAL,UNA,46.3,45.1,40.9,17.2,26.8,67.6,340.0,310.3,144.8,32.1,15.5,24.1,1110.7,91.4,84.9,862.7,71.7,196.00588235294114,315.40018125904,0.15363866487765065,0.15362513198603792
JAMMU AND KASHMIR,ANANTNAG,83.2,100.7,152.7,113.4,101.1,65.2,87.4,82.1,50.4,39.5,38.5,55.4,969.6,183.9,367.2,285.1,133.4,171.10588235294117,223.73069880603177,0.13412086924045205,0.13415240756366464
JAMMU AND KASHMIR,BARAMULLA,116.1,157.0,189.6,145.9,111.4,60.5,71.2,70.0,46.0,47.6,35.9,80.8,1132.0,273.1,446.9,247.7,164.3,199.76470588235293,262.1161597011344,0.15658500823039573,0.15672250425352383
JAMMU AND KASHMIR,DODA,119.4,161.8,213.5,127.5,100.4,72.6,146.4,125.8,96.6,40.9,46.5,84.1,1335.5,281.2,441.4,441.4,171.5,235.6764705882353,307.4694223199515,0.18473434495732644,0.18476551441126224
JAMMU AND KASHMIR,JAMMU,56.3,66.6,68.9,37.2,39.9,63.9,366.6,323.6,106.4,31.5,15.7,34.7,1211.3,122.9,146.0,860.5,81.9,213.75882352941179,330.37342519265894,0.1675542583652636,0.16745881343975266
JAMMU AND KASHMIR,KATHUA,85.7,59.0,45.4,20.0,12.5,62.5,387.8,404.2,127.5,29.0,8.6,26.0,1268.2,144.7,77.9,982.0,63.6,223.79999999999998,362.38791887975515,0.175425006570484,0.17542021126987908
JAMMU AND KASHMIR,LADAKH (LEH),8.1,7.3,8.8,8.0,8.0,3.8,13.1,14.1,8.6,7.2,3.6,4.0,94.6,15.4,24.8,39.6,14.8,16.694117647058825,21.958383097015457,0.013085637613600211,0.018985886139275855
JAMMU AND KASHMIR,UDHAMPUR,108.5,120.3,134.8,64.3,41.1,91.5,514.7,551.1,219.9,42.6,24.8,60.3,1973.9,228.8,240.2,1377.2,127.7,348.33529411764704,532.5784706749519,0.27304164995227753,0.27336150572438955
JAMMU AND KASHMIR,BADGAM,56.6,65.9,106.8,88.1,79.3,35.3,55.5,55.1,40.5,32.8,27.7,28.1,671.7,122.5,274.2,186.4,88.6,118.53529411764707,156.07395659260578,0.09291356009572159,0.09301011162906492
JAMMU AND KASHMIR,KUPWARA,87.1,126.3,240.6,154.8,99.6,59.0,88.0,74.7,31.5,51.1,52.0,68.0,1132.7,213.4,495.0,253.2,171.1,199.88823529411764,265.84362152013574,0.15668183641569722,0.1567392416969831
JAMMU AND KASHMIR,PULWAMA,42.5,48.2,77.2,72.4,57.9,25.5,42.5,47.4,36.0,21.0,12.9,21.1,504.6,90.7,207.5,151.4,55.0,89.04705882352943,118.00074214622053,0.06979928900446794,0.06659699648190924
JAMMU AND KASHMIR,SRINAGAR,56.7,68.8,104.0,86.8,68.0,37.4,55.6,60.9,30.4,31.7,29.0,44.3,673.6,125.5,258.8,184.3,105.0,118.87058823529412,155.14035888795138,0.0931763794558256,0.09318265023354079
JAMMU AND KASHMIR,KARGIL,25.6,25.6,25.1,19.7,22.0,5.5,11.6,24.0,8.6,14.5,20.6,20.5,223.3,51.2,66.8,49.7,55.6,39.405882352941184,50.492864230852405,0.030888191111172594,0.030697577912107536
JAMMU AND KASHMIR,POONCH,138.9,124.2,158.5,99.0,69.6,116.6,344.2,191.5,108.2,27.4,40.4,55.6,1474.1,263.1,327.1,760.5,123.4,260.135294117647,358.18880834899153,0.20390632564701971,0.20323373862845237
JAMMU AND KASHMIR,RAJOURI,59.3,66.7,60.6,23.6,27.5,46.4,249.0,253.8,100.3,38.8,11.3,19.9,957.2,126.0,111.7,649.5,70.0,168.9176470588235,254.93622299335502,0.1324056271008258,0.13242397834737316
JAMMU AND KASHMIR,BANDIPORE,68.7,93.3,119.6,89.4,63.5,30.8,46.1,57.8,33.9,38.0,26.6,32.7,700.4,162.0,272.5,168.6,97.3,123.60000000000002,161.976742157632,0.09688351569308233,0.09683915916248241
JAMMU AND KASHMIR,GANDERWAL,56.7,68.8,104.0,86.8,68.0,37.4,55.6,60.9,30.4,31.7,29.0,44.3,673.6,125.5,258.8,184.3,105.0,118.87058823529412,155.14035888795138,0.0931763794558256,0.09318265023354079
JAMMU AND KASHMIR,KULGAM/(ANT),75.9,70.6,131.9,130.6,107.1,41.6,79.9,78.8,68.6,38.1,27.8,28.0,878.9,146.5,369.6,268.9,93.9,155.10000000000002,206.36918374602348,0.12157470294496012,0.1218034480055704
JAMMU AND KASHMIR,SHOPAN,48.5,72.9,119.1,121.3,90.8,42.7,85.1,91.9,46.0,31.9,28.6,39.9,818.7,121.4,331.2,265.7,100.4,144.4764705882353,191.767008793913,0.11324747900903268,0.11323553686617872
JAMMU AND KASHMIR,SAMBA,56.3,66.6,68.9,37.2,39.9,63.9,366.6,323.6,106.4,31.5,15.7,34.7,1211.3,122.9,146.0,860.5,81.9,213.75882352941179,330.37342519265894,0.1675542583652636,0.16745881343975266
JAMMU AND KASHMIR,KISTWAR,119.4,161.8,213.5,127.5,100.4,72.6,146.4,125.8,96.6,40.9,46.5,84.1,1335.5,281.2,441.4,441.4,171.5,235.6764705882353,307.4694223199515,0.18473434495732644,0.18476551441126224
JAMMU AND KASHMIR,REASI,101.5,93.0,84.6,43.5,40.0,83.2,440.5,556.9,242.0,42.2,12.2,56.9,1796.5,194.5,168.1,1322.6,111.3,317.02941176470586,496.9255851793931,0.24850262127730208,0.2494209213432374
JAMMU AND KASHMIR,RAMBAN(DDA),144.5,190.8,211.6,112.9,85.0,61.4,132.2,120.2,86.8,42.1,43.6,97.3,1328.4,335.3,409.5,400.6,183.0,234.4235294117647,304.4367966619093,0.1837522305064114,0.18345077208950603
RAJASTHAN,BARMER,1.2,1.7,2.3,3.2,9.1,27.4,88.6,86.7,40.7,4.1,3.2,0.4,268.6,2.9,14.6,243.4,7.7,47.400000000000006,83.43389598957968,0.037154357959968465,0.03768299374305484
RAJASTHAN,BIKANER,4.1,7.8,5.7,4.1,14.3,29.2,85.7,74.6,39.2,4.4,2.5,2.4,274.0,11.9,24.1,228.7,9.3,48.35294117647059,80.66296484173405,0.03790131824657989,0.03789947390019306
RAJASTHAN,CHURU,6.2,7.4,6.3,4.9,16.4,37.7,126.6,101.7,47.7,9.9,2.4,2.4,369.6,13.6,27.6,313.7,14.7,65.2235294117647,110.24326243251652,0.05112528183918221,0.051971052983460685
RAJASTHAN,SRI GANGANAGA,6.0,8.0,9.3,7.0,11.6,25.5,79.3,64.9,31.7,3.1,2.1,4.4,252.9,14.0,27.9,201.4,9.6,44.62941176470588,72.57998832930708,0.03498264008963523,0.035715859995665816
RAJASTHAN,JAISALMER,1.7,2.9,2.2,3.8,6.6,19.4,59.3,56.9,22.8,3.1,1.5,1.0,181.2,4.6,12.6,158.4,5.6,31.976470588235294,55.05120944870063,0.02506466739518349,0.02769073999787885
RAJASTHAN,JALORE,1.8,1.1,2.6,1.4,8.2,34.5,161.1,132.2,66.4,9.2,7.6,1.0,427.1,2.9,12.2,394.2,17.8,75.37058823529412,134.8524367814032,0.059079025631803915,0.05985286726700158
RAJASTHAN,JODHPUR,2.9,3.1,2.7,5.2,11.1,27.9,109.5,94.6,42.5,4.9,2.7,1.0,308.1,6.0,19.0,274.5,8.6,54.37058823529412,94.94209264537176,0.04261823413055206,0.042494478488004944
RAJASTHAN,NAGAUR,4.1,5.5,2.7,4.7,15.3,42.5,142.6,116.0,47.4,7.9,2.6,2.8,394.1,9.6,22.7,348.5,13.3,69.54705882352941,120.81939578171554,0.05451426832473407,0.05462838725741081
RAJASTHAN,PALI,3.7,2.5,2.9,2.7,9.5,41.9,177.3,152.9,74.6,11.9,4.6,1.2,485.7,6.2,15.1,446.7,17.7,85.71176470588236,152.7986987933509,0.06718492800132793,0.0675869032963083
RAJASTHAN,HANUMANGARH,7.5,8.6,5.7,4.9,13.0,32.2,103.4,83.4,33.5,3.4,3.6,2.4,301.6,16.1,23.6,252.5,9.4,53.22352941176471,89.32346086983367,0.0417191152670383,0.041971652396036646
RAJASTHAN,AJMER,3.7,2.0,2.1,2.2,8.9,43.6,171.0,155.0,60.0,9.7,2.5,1.5,462.2,5.7,13.2,429.6,13.7,81.56470588235295,146.72625421672356,0.06393426749477821,0.06502109471179778
RAJASTHAN,ALWAR,9.6,10.2,5.6,5.5,15.8,44.2,196.9,213.3,100.9,20.0,4.1,4.8,630.9,19.8,26.9,555.3,28.9,111.33529411764707,192.83537325000975,0.08726986015243524,0.08707366780555069
RAJASTHAN,BANSWARA,2.8,0.5,1.6,0.9,5.2,97.7,284.3,302.5,147.3,24.4,12.6,3.2,883.0,3.3,7.7,831.8,40.2,155.8235294117647,281.16588859917687,0.12214183945886876,0.1222784594174635
RAJASTHAN,BHARATPUR,9.3,8.9,5.3,3.8,11.2,40.4,184.7,229.8,102.7,17.7,3.4,3.9,621.1,18.2,20.3,557.6,25.0,109.6058823529412,192.6132733957743,0.0859142655582145,0.0860066673121882
RAJASTHAN,BHILWARA,4.8,3.8,3.9,3.0,10.4,60.0,213.6,217.7,89.6,11.7,8.0,3.7,630.2,8.6,17.3,580.9,23.4,111.21176470588235,198.4772558832401,0.08717303196713375,0.08709082022694657
RAJASTHAN,BUNDI,5.6,3.3,3.3,2.3,6.6,62.2,256.6,235.8,101.3,16.7,8.3,3.6,705.6,8.9,12.2,655.9,28.6,124.51764705882354,223.8277357570273,0.09760281078389334,0.09769710299291327
RAJASTHAN,CHITTORGARH,4.3,1.5,2.7,3.3,10.1,71.5,249.9,269.9,118.4,18.1,13.2,2.4,765.3,5.8,16.1,709.7,33.7,135.05294117647057,241.8411206702839,0.10586087173031966,0.10586285440268493
RAJASTHAN,DUNGARPUR,1.7,0.6,1.8,1.2,4.6,77.1,228.5,221.9,110.3,14.8,12.6,2.7,677.8,2.3,7.6,637.8,30.1,119.61176470588234,215.6282561561475,0.09375734856763447,0.09376172889030325
RAJASTHAN,JAIPUR,6.7,7.5,2.4,3.9,15.0,52.1,206.9,192.5,73.1,11.8,2.7,2.6,577.2,14.2,21.3,524.6,17.1,101.85882352941177,180.5125136203289,0.07984175508002157,0.07988265346114665
RAJASTHAN,JHALAWAR,6.8,2.3,3.4,1.4,7.0,84.1,285.8,335.8,149.4,27.0,11.6,5.6,920.2,9.1,11.8,855.1,44.2,162.38823529411764,291.19325602242435,0.1272875658777475,0.12727815971117556
RAJASTHAN,JHUNJHUNU,7.7,9.1,6.3,5.0,20.7,52.9,153.1,144.0,60.0,13.3,3.5,5.4,481.0,16.8,32.0,410.0,22.2,84.88235294117646,143.65811078431196,0.06653479590001797,0.06671411247746463
RAJASTHAN,KOTA,6.8,3.2,3.2,2.5,6.9,69.8,275.2,276.8,124.5,24.9,10.6,3.5,807.9,10.0,12.6,746.3,39.0,142.5705882352941,254.888246994408,0.11175355843580982,0.11182175314345827
RAJASTHAN,SAWAI MADHOPUR,7.3,6.4,2.9,2.9,9.8,53.9,253.4,264.5,92.2,19.4,4.7,3.6,721.0,13.7,15.6,664.0,27.7,127.23529411764706,228.16137091205994,0.09973303086052591,0.09970472014349042
RAJASTHAN,SIKAR,7.2,8.3,4.2,4.7,19.1,48.2,167.1,134.0,53.2,10.7,3.8,3.3,463.8,15.5,28.0,402.5,17.8,81.84705882352941,140.59533294906637,0.06415558906118157,0.0644016709778262
RAJASTHAN,SIROHI,4.1,1.5,3.2,2.7,10.1,72.2,332.0,313.0,151.4,12.9,8.6,1.7,913.4,5.6,16.0,868.6,23.2,161.18823529411765,294.1739257700131,0.1263469492205331,0.12633542205561615
RAJASTHAN,TONK,5.0,5.3,2.7,3.0,10.1,56.1,219.7,210.5,79.7,13.9,4.9,3.0,613.9,10.3,15.8,566.0,21.8,108.33529411764705,193.81278318643118,0.08491831850939925,0.08526334960968986
RAJASTHAN,UDAIPUR,2.8,2.0,4.3,2.2,8.2,73.6,207.5,203.7,106.5,15.2,11.1,2.6,639.7,4.8,14.7,591.3,28.9,112.88823529411765,200.78827120362678,0.08848712876765386,0.08852821158341728
RAJASTHAN,DHOLPUR,8.6,9.5,7.0,2.5,8.6,54.5,211.7,266.1,117.7,26.3,4.3,5.3,722.1,18.1,18.1,650.0,35.9,127.42941176470586,224.0679912568557,0.09988518943742823,0.09977485141484459
RAJASTHAN,BARAN,7.1,3.2,2.8,1.7,6.5,73.3,295.3,303.6,120.0,25.2,9.7,4.3,852.7,10.3,11.0,792.2,39.2,150.4764705882353,270.5916192563338,0.11795056229510464,0.11798883248262844
RAJASTHAN,DAUSA,8.7,7.0,4.2,4.1,12.8,52.4,237.0,228.2,94.5,17.1,4.7,4.1,674.8,15.7,21.1,612.1,25.9,119.08235294117648,210.7854633130986,0.09334237063062814,0.09326168047620992
RAJASTHAN,RAJSAMAND,4.0,2.2,3.7,2.6,12.3,68.1,176.8,177.6,83.5,13.7,6.9,3.1,554.5,6.2,18.6,506.0,23.7,97.8529411764706,172.5763096344884,0.07670175535667355,0.07639656213833494
RAJASTHAN,KARAULI,9.1,7.7,3.5,2.4,9.9,50.8,220.5,269.8,96.3,17.0,5.4,3.8,696.2,16.8,15.8,637.4,26.2,122.85882352941177,219.2951665530488,0.09630254658127343,0.09638955362206603
RAJASTHAN,PRATAPGARH(CHT,3.6,1.2,3.4,3.3,5.8,108.3,283.3,290.4,163.8,32.8,16.4,3.0,915.3,4.8,12.5,845.8,52.2,161.52352941176468,286.9127775331114,0.1266097685806371,0.1266017917825143
MADHYA PRADESH,BETUL,7.5,8.5,9.3,5.9,6.4,137.0,290.6,293.4,197.5,49.4,13.4,9.9,1028.8,16.0,21.6,918.5,72.7,181.55294117647057,314.1506806407696,0.1423097671973773,0.14231506969323907
MADHYA PRADESH,VIDISHA,14.0,8.2,5.1,1.4,4.4,110.3,356.2,376.0,162.5,24.0,11.9,10.8,1084.8,22.2,10.9,1005.0,46.7,191.43529411764703,342.2876311327516,0.15005602202149584,0.15010729485104565
MADHYA PRADESH,BHIND,10.4,7.1,4.2,1.3,4.6,55.6,221.5,261.4,147.0,39.5,3.9,6.9,763.4,17.5,10.1,685.5,50.3,134.71764705882353,235.98364677264746,0.10559805237021565,0.10568676543141549
MADHYA PRADESH,DATIA,9.1,8.5,5.0,3.4,6.6,62.2,246.0,293.0,174.6,39.8,4.1,7.9,860.2,17.6,15.0,775.8,51.8,151.8,266.4477012473555,0.11898800713762053,0.11895416338142477
MADHYA PRADESH,DEWAS,7.5,4.0,3.8,1.3,6.2,127.9,311.6,330.7,179.6,34.4,13.5,10.9,1031.4,11.5,11.3,949.8,58.8,182.0117647058824,322.4055518333101,0.14266941474278289,0.14258429815703733
MADHYA PRADESH,DHAR,3.3,1.0,1.4,0.8,4.1,126.4,266.3,261.5,172.6,34.8,11.1,2.8,886.1,4.3,6.3,826.8,48.7,156.37058823529406,278.6081965877572,0.12257064999377529,0.1225430309066347
MADHYA PRADESH,GUNA,12.1,7.1,6.3,2.7,8.6,87.3,336.6,356.0,163.1,28.6,10.6,9.3,1028.3,19.2,17.6,943.0,48.5,181.46470588235294,322.6330247765572,0.1422406042078763,0.14231500053025004
MADHYA PRADESH,GWALIOR,14.5,8.6,5.5,3.7,8.2,71.8,258.0,289.7,171.1,41.5,5.1,8.2,885.9,23.1,17.4,790.6,54.8,156.33529411764707,272.18395650087564,0.12254298479797492,0.12254353810189068
MADHYA PRADESH,HOSHANGABAD,11.8,8.3,9.1,3.2,8.1,140.3,416.6,464.4,267.8,37.4,15.0,10.2,1392.2,20.1,20.4,1289.1,62.6,245.6823529411765,437.4171424900008,0.19257742796674646,0.1926362165078223
MADHYA PRADESH,INDORE,5.9,2.3,1.8,1.2,8.3,120.4,270.9,266.9,181.5,38.3,14.1,5.7,917.3,8.2,11.3,839.7,58.1,161.8764705882353,284.880539721064,0.12688642053864135,0.12689817056207994
MADHYA PRADESH,JHABUA,2.6,0.3,0.9,0.9,7.8,108.2,240.6,248.3,148.2,39.0,12.4,3.6,812.8,2.9,9.6,745.3,55.0,143.43529411764703,253.03873700773676,0.11243135573292018,0.11243947085702138
MADHYA PRADESH,MANDSAUR,4.9,1.8,3.8,3.9,3.6,81.7,276.7,276.9,144.7,35.8,13.0,3.3,850.1,6.7,11.3,780.0,52.1,150.0176470588235,266.1939923140972,0.11759091474969913,0.11768336261233188
MADHYA PRADESH,MORENA,11.7,7.5,5.3,2.6,6.5,52.7,236.0,284.1,135.4,25.8,3.0,6.4,777.0,19.2,14.4,708.2,35.2,137.11764705882354,243.15313393850727,0.10747928568464443,0.10749496262893087
MADHYA PRADESH,KHANDWA,7.3,4.1,5.8,2.0,9.7,125.3,268.1,279.0,178.4,35.4,14.6,10.3,940.0,11.4,17.5,850.8,60.3,165.88235294117646,289.69425744069844,0.1300264202619894,0.13014132304188045
MADHYA PRADESH,KHARGONE,5.0,2.8,2.1,1.4,7.1,131.5,229.2,237.3,160.5,31.5,10.7,7.8,826.9,7.8,10.6,758.5,50.0,145.9235294117647,256.5297485902263,0.11438175203685003,0.11419833178869275
MADHYA PRADESH,RAISEN,10.2,9.4,6.4,1.8,6.4,128.9,373.1,405.9,206.9,32.9,9.9,8.7,1200.5,19.6,14.6,1114.8,51.5,211.85294117647058,378.2488765972198,0.1660603377920407,0.1659022773067006
MADHYA PRADESH,RAJGARH,10.1,3.9,4.8,1.4,5.6,94.6,301.5,339.5,154.6,27.0,14.6,9.1,966.7,14.0,11.8,890.2,50.7,170.59411764705882,303.65914581687684,0.1337197239013459,0.1338307074451653
MADHYA PRADESH,RATLAM,4.7,1.9,2.1,2.0,5.1,103.9,295.4,299.2,172.8,41.1,12.7,6.9,947.8,6.6,9.2,871.3,60.7,167.25882352941176,296.343609807145,0.1311053628982059,0.13114561575809555
MADHYA PRADESH,SEHORE,9.0,6.8,4.2,1.2,7.0,125.1,349.6,391.5,201.3,33.5,14.2,9.2,1152.6,15.8,12.4,1067.5,56.9,203.4,362.4254630265374,0.15943452339783937,0.15976313981528883
MADHYA PRADESH,SHAJAPUR,10.2,3.3,3.7,1.8,6.9,95.6,299.0,316.3,163.0,29.2,11.6,8.8,949.4,13.5,12.4,873.9,49.6,167.54117647058823,297.6014660137436,0.1313266844646093,0.1312661591640197
MADHYA PRADESH,SHIVPURI,13.0,6.8,3.6,2.3,6.9,70.5,276.1,280.0,153.2,31.8,7.5,7.7,859.4,19.8,12.8,779.8,47.0,151.65882352941176,267.2655609567559,0.11887734635441882,0.11888993401850825
MADHYA PRADESH,UJJAIN,6.4,2.1,2.0,0.8,5.4,104.7,276.6,291.6,160.8,35.0,12.9,7.4,905.7,8.5,8.2,833.7,55.3,159.8294117647059,283.3014577369526,0.12528183918221683,0.12529036928425577
MADHYA PRADESH,BHOPAL,11.8,7.0,6.5,2.5,9.7,111.8,338.5,355.9,192.4,33.8,8.3,9.5,1087.7,18.8,18.7,998.6,51.6,191.9470588235294,340.0103824106829,0.150457167360602,0.15039552008262635
MADHYA PRADESH,HARDA,9.0,6.2,3.1,0.9,6.4,110.3,340.6,379.8,211.6,37.0,14.2,9.2,1128.3,15.2,10.4,1042.3,60.4,199.11176470588236,354.30277285528143,0.15607320210808792,0.1560602916833817
MADHYA PRADESH,NEEMUCH,4.5,2.8,3.7,2.3,6.1,85.2,264.5,258.8,138.9,31.2,12.3,3.5,813.8,7.3,12.1,747.4,47.0,143.61176470588234,254.6300426166189,0.1125696817119223,0.11257272488346014
MADHYA PRADESH,SHEOPUR,9.8,3.3,4.3,2.2,6.8,69.1,271.8,278.2,108.3,27.7,4.9,5.5,791.9,13.1,13.3,727.4,38.1,139.74705882352941,249.3481028543406,0.10954034277177598,0.10892064238584638
MADHYA PRADESH,BARWANI,2.9,0.8,1.9,0.9,7.2,105.6,198.0,194.6,137.2,35.5,10.8,5.8,701.2,3.7,10.0,635.4,52.1,123.74117647058823,215.99550938278648,0.096994176476284,0.09689329072893155
MADHYA PRADESH,ASHOKNAGAR(GNA,7.2,6.5,3.0,0.7,1.8,71.2,315.6,314.0,164.3,25.1,5.5,11.8,926.7,13.7,5.5,865.1,42.4,163.53529411764708,294.2906449013808,0.12818668474126127,0.12841040395796732
MADHYA PRADESH,BURHANPUR,4.2,2.9,6.7,2.1,16.2,158.9,223.9,251.8,149.6,45.7,16.2,10.9,889.1,7.1,25.0,784.2,72.8,156.9,268.90003718854337,0.12298562793078169,0.12286343998266307
MADHYA PRADESH,ALIRAJPUR(JBA),3.9,2.2,1.7,1.7,8.3,113.9,270.8,257.0,157.3,30.8,11.0,5.0,863.6,6.1,11.7,799.0,46.8,152.4,270.418643033353,0.11945831546622772,0.11934401209891246
MADHYA PRADESH,BALAGHAT,20.9,15.3,15.1,7.1,6.7,184.5,475.3,451.9,222.9,56.4,8.2,17.3,1481.6,36.2,28.9,1334.6,81.9,261.45882352941175,456.98788695492726,0.20494377048953563,0.20473047182991438
MADHYA PRADESH,CHHATARPUR,17.6,12.6,6.0,3.1,5.3,95.0,317.3,369.6,203.1,34.2,9.2,8.4,1081.4,30.2,14.4,985.0,51.8,190.83529411764707,336.6907760489892,0.14958571369288867,0.1500656587313661
MADHYA PRADESH,CHHINDWARA,17.5,14.7,17.3,8.0,8.8,146.8,283.6,278.0,174.4,43.5,16.2,12.8,1021.6,32.2,34.1,882.8,72.5,180.28235294117647,305.25492468446373,0.1413138201485621,0.14158572291462015
MADHYA PRADESH,JABALPUR,18.2,11.4,11.4,3.7,7.6,124.6,355.1,411.1,199.5,32.9,7.9,9.0,1192.4,29.6,22.7,1090.3,49.8,210.4235294117647,371.99036870833726,0.16493989736212356,0.16492624919886192
MADHYA PRADESH,MANDLA,24.7,22.6,22.8,9.6,7.5,157.4,432.2,442.5,213.7,40.4,9.0,14.6,1397.0,47.3,39.9,1245.8,64.0,246.52941176470588,428.3039323376361,0.1932413926659566,0.19290986371817176
MADHYA PRADESH,NARSINGHPUR,10.8,10.6,5.8,2.0,6.0,113.1,353.7,383.0,217.3,30.0,7.9,6.2,1146.4,21.4,13.8,1067.1,44.1,202.30588235294118,361.66846605452804,0.15857690232802624,0.15862013995515162
MADHYA PRADESH,PANNA,22.5,14.8,8.7,2.5,4.1,111.8,358.7,391.4,210.2,31.4,7.8,7.8,1171.7,37.3,15.3,1072.1,47.0,206.77058823529413,365.6987314797282,0.16207654959677978,0.16210333872804675
MADHYA PRADESH,REWA,18.0,13.9,10.4,3.0,4.7,121.4,307.0,326.7,216.6,31.4,8.8,6.6,1068.5,31.9,18.1,971.7,46.8,188.55882352941177,330.66241481839063,0.14780130856376136,0.14795835465858842
MADHYA PRADESH,SAGAR,17.8,12.2,10.0,2.3,6.9,127.7,352.6,410.0,197.8,33.3,11.5,10.1,1192.2,30.0,19.2,1088.1,54.9,210.3882352941176,371.39358819578615,0.16491223216632311,0.16492375933123976
MADHYA PRADESH,SATNA,23.1,15.7,9.5,3.8,4.6,120.7,305.7,333.0,193.8,32.1,8.6,5.5,1056.1,38.8,17.9,953.2,46.2,186.37058823529412,325.5695773653956,0.14608606642413513,0.14612479769825543
MADHYA PRADESH,SEONI,18.4,18.7,22.7,9.6,9.8,163.6,357.9,324.1,192.8,44.4,15.9,13.9,1191.8,37.1,42.1,1038.4,74.2,210.31764705882352,358.48864039759707,0.16485690177472231,0.16487386976147933
MADHYA PRADESH,SHAHDOL,23.5,19.1,13.1,5.0,7.7,122.6,313.8,364.2,194.1,31.5,6.2,9.1,1109.9,42.6,25.8,994.7,46.8,195.86470588235298,340.94630614874035,0.153528004094449,0.15357471216669202
MADHYA PRADESH,SIDHI,20.7,14.7,11.6,3.4,9.4,129.1,323.3,332.6,231.4,35.5,8.0,7.3,1127.0,35.4,24.4,1016.4,50.8,198.8823529411765,346.66454468854704,0.1558933783353852,0.15590472106566347
MADHYA PRADESH,TIKAMGARH,20.1,7.1,4.5,1.8,4.9,82.8,281.9,332.8,155.7,29.4,7.4,10.1,938.5,27.2,11.2,853.2,46.9,165.61764705882356,292.44077655846434,0.12981893129348626,0.12986393334532123
MADHYA PRADESH,KATNI,19.9,13.7,9.1,2.2,3.3,112.2,354.4,391.1,193.6,30.9,5.0,5.7,1141.1,33.6,14.6,1051.3,41.6,201.3705882352941,358.0663830993945,0.15784377463931498,0.15783399960346572
MADHYA PRADESH,DINDORI,19.6,19.4,13.8,5.0,9.1,196.9,413.3,403.4,192.3,37.2,10.1,16.6,1336.7,39.0,27.9,1205.9,63.9,235.88823529411764,411.81962356466363,0.18490033613212897,0.18487668238971972
MADHYA PRADESH,UMARIA,26.7,21.5,16.2,7.4,7.9,124.9,339.8,415.2,214.0,38.7,9.7,13.7,1235.7,48.2,31.5,1093.9,62.1,218.06470588235297,377.0727084084323,0.17092941225291525,0.170662166461483
MADHYA PRADESH,DAMOH,20.2,16.5,10.9,5.6,5.3,121.6,360.3,399.1,190.0,32.6,9.2,9.3,1180.6,36.7,21.8,1071.0,51.1,208.3411764705882,366.52624574991813,0.1633076508098986,0.1630992396682018
MADHYA PRADESH,ANUPPUR(SHAHD,29.5,24.8,20.5,14.7,19.9,177.6,386.3,387.2,223.7,47.0,8.1,15.2,1354.5,54.3,55.1,1174.8,70.3,239.02941176470588,406.2183937931447,0.18736253855836665,0.187435159697343
MADHYA PRADESH,SINGRAULI,10.4,12.6,7.8,3.4,4.8,112.1,262.3,272.8,185.1,38.2,4.4,7.3,921.2,23.0,16.0,832.3,49.9,162.56470588235294,283.6467564180324,0.12742589185674963,0.12734612387552527
GUJARAT,AHMEDABAD,0.8,0.3,0.5,0.7,5.9,91.0,215.4,190.8,105.4,19.1,8.2,1.8,639.9,1.1,7.1,602.6,29.1,112.92352941176469,203.00576201616718,0.08851479396345427,0.08853936987905713
GUJARAT,BANASKANTHA,1.4,1.3,2.4,0.9,3.7,63.4,220.0,181.5,98.6,16.7,7.4,1.1,598.4,2.7,7.0,563.5,25.2,105.60000000000002,190.7510747020839,0.08277426583486647,0.08297659063348703
GUJARAT,BARODA,1.2,0.0,0.5,0.8,4.6,138.8,332.5,306.3,165.2,25.9,14.0,2.4,992.2,1.2,5.9,942.8,42.3,175.09411764705885,316.80056319115863,0.1372470363658999,0.13721904840948135
GUJARAT,BHARUCH,0.3,0.1,0.8,0.1,4.9,135.4,283.2,221.2,146.4,22.9,8.3,1.3,824.9,0.4,5.8,786.2,32.5,145.5705882352941,263.2648993046402,0.1141051000788458,0.11410293297184097
GUJARAT,VALSAD,0.7,0.1,0.5,0.0,6.3,350.5,771.8,522.1,306.9,48.0,13.8,1.0,2021.7,0.8,6.8,1951.3,62.8,356.77058823529416,653.0132749078555,0.2796536317485787,0.2795961342499732
GUJARAT,DANGS,1.5,1.0,1.4,3.4,12.5,258.6,749.8,588.6,364.7,66.0,13.1,2.4,2063.0,2.5,17.3,1961.7,81.5,364.05882352941177,660.0785967015818,0.2853664946813661,0.28683201232023553
GUJARAT,KHEDA,1.2,0.4,1.3,0.4,4.5,110.3,291.0,259.8,150.5,18.0,11.3,1.4,850.1,1.6,6.2,811.6,30.7,150.0176470588235,272.4000716668732,0.11759091474969913,0.11767815233378948
